row_id,movie_id,title,description,release_date,duration
movies_2818,Q112740889,Unicorns,film directed by Àlex Lora,2023-03-15T00:00:00Z,
movies_2819,Q11274116,Teesri Aankh: The Hidden Camera,2006 film by Harry Baweja,2006-01-01T00:00:00Z,
movies_2820,Q11274271,Champion,2000 film,2000-01-01T00:00:00Z,
movies_2821,Q112744,God Is Great and I'm Not,2001 film directed by Pascale Bailly,2001-01-01T00:00:00Z,100.0
movies_2822,Q11274500,Bayside Shakedown The Final,2012 film by Katsuyuki Motohiro,2012-09-07T00:00:00Z,126.0
movies_2823,Q112747,Trouble with the Curve,2012 film by Robert Lorenz,2012-09-19T00:00:00Z,111.0
movies_2824,Q11275181,Nodame Cantabile: The Movie I,2009 film by Hideki Takeuchi,2009-12-19T00:00:00Z,121.0
movies_2825,Q11275227,The Floating Castle,2012 Japanese historical-drama film directed by Shinji Higuchi,2012-01-01T00:00:00Z,
movies_2826,Q11275822,Hayabusa: Harukanaru Kikan,2012 film by Tomoyuki Takimoto,2012-01-01T00:00:00Z,216.0
movies_2827,Q11275955,No One’s Ark,2003 film directed by Nobuhiro Yamashita,2003-01-01T00:00:00Z,111.0
movies_2828,Q11276349,The Lonely Affair of the Heart,2002 film by Jun'ichi Suzuki,2002-02-23T00:00:00Z,
movies_2829,Q1127763,Queen to Play,2009 film by Caroline Bottaro,2009-01-01T00:00:00Z,100.0
movies_2830,Q11278322,Madamada Abunai Deka,2005 film directed by Kunio Torii,2005-01-01T00:00:00Z,108.0
movies_2831,Q11280320,Three for the Road,2007 film by Hideyuki Hirayama,2007-01-01T00:00:00Z,
movies_2832,Q112811482,Damsel,2024 film by Juan Carlos Fresnadillo,2024-03-08T00:00:00Z,110.0
movies_2833,Q11281287,Rakugo Eiga,2013 film,2013-01-01T00:00:00Z,
movies_2834,Q11281746,Chronicle of My Mother,2011 film by Masato Harada,2011-01-01T00:00:00Z,108.0
movies_2835,Q11281844,My Grandpa,film directed by Yōichi Higashi,2003-04-05T00:00:00Z,113.0
movies_2836,Q1128194,Gruesome School Trip,2005 film by Pieter Kuijpers,2005-01-01T00:00:00Z,96.0
movies_2837,Q1128249,"It's Not Me, I Swear!",2008 film by Philippe Falardeau,2008-01-01T00:00:00Z,110.0
movies_2838,Q112831,Colour Me Kubrick,2005 film by Brian W. Cook,2005-10-06T00:00:00Z,86.0
movies_2839,Q11284061,Hagetaka: The Movie,2009 film by Keishi Ōtomo,2009-06-06T00:00:00Z,134.0
movies_2840,Q11284130,Adrenaline Drive,1999 film by Shinobu Yaguchi,2000-03-05T00:00:00Z,112.0
movies_2841,Q1128433,Contact High,2009 film directed by Michael Glawogger,2009-01-01T00:00:00Z,96.0
movies_2842,Q1128496,Year One,2009 film by Harold Ramis,2009-01-01T00:00:00Z,100.0
movies_2843,Q1128499,Daybreakers,2009 film directed by Michael Spierig and Peter Spierig,2009-09-11T00:00:00Z,94.0
movies_2844,Q11285680,Happy Ero Christmas,2003 film,2003-12-17T00:00:00Z,
movies_2845,Q1128587,Undead Pool,2007 film by Kōji Kawano,2007-01-01T00:00:00Z,79.0
movies_2846,Q112865585,Apartment 7A,2024 film directed by Natalie Erika James,2024-09-20T00:00:00Z,104.0
movies_2847,Q112865900,Beetlejuice Beetlejuice,2024 film directed by Tim Burton,2024-08-28T00:00:00Z,104.0
movies_2848,Q11286901,Initiation Love,2015 Japanese film by Yukihiko Tsutsumi,2015-01-01T00:00:00Z,110.0
movies_2849,Q112869420,Perfect Blue,film directed by Ten Shimoyama,2010-01-01T00:00:00Z,
movies_2850,Q1128745,Hall Pass,"2011 film by Bobby Farrelly, Peter Farrelly",2011-03-10T00:00:00Z,105.0
movies_2851,Q1128750,Crazy Heart,2009 film by Scott Cooper,2009-01-01T00:00:00Z,112.0
movies_2852,Q1128771,The Girl in the Park,2007 film by David Auburn,2007-01-01T00:00:00Z,100.0
movies_2853,Q11288095,Winning Ticket,2003 film,2003-04-24T00:00:00Z,100.0
movies_2854,Q1128867,I Love You Phillip Morris,2009 film directed by John Requa and Glenn Ficarra,2009-01-18T00:00:00Z,102.0
movies_2855,Q112892327,Cobweb,South Korean film by Kim Jee-woon,2023-05-01T00:00:00Z,133.0
movies_2856,Q112898902,Dear Diary I Died,2016 film directed by Ben Demaree,2016-01-01T00:00:00Z,86.0
movies_2857,Q1129080,Contraband,2012 film by Baltasar Kormákur,2012-01-01T00:00:00Z,109.0
movies_2858,Q112909147,Gran Turismo,2023 film directed by Neill Blomkamp,2023-08-09T00:00:00Z,134.0
movies_2859,Q1129186,Control,2007 film directed by Anton Corbijn,2007-05-17T00:00:00Z,122.0
movies_2860,Q1129201,Control,2004 direct-to-video film by Tim Hunter,2004-01-01T00:00:00Z,100.0
movies_2861,Q1129227,About a Boy,2002 film directed by Chris Weitz and Paul Weitz,2002-04-26T00:00:00Z,101.0
movies_2862,Q1129271,Make the Yuletide Gay,2009 film by Rob Williams,2009-01-01T00:00:00Z,89.0
movies_2863,Q11292885,My Heart Is Not Broken Yet,2009 South Korean documentary film directed by Ahn Hae-ryong,2007-01-01T00:00:00Z,
movies_2864,Q1129290,Marley & Me,2008 film directed by David Frankel,2008-12-25T00:00:00Z,120.0
movies_2865,Q1129313,Push,2009 film directed by Paul McGuigan,2009-01-01T00:00:00Z,107.0
movies_2866,Q1129317,SARS Wars,2004 film,2004-12-16T00:00:00Z,88.0
movies_2867,Q1129365,The Convent,2000 film by Mike Mendez,2000-01-01T00:00:00Z,80.0
movies_2868,Q11293895,Czech Peace,"2010 film by Filip Remunda, Vít Klusák",2010-01-01T00:00:00Z,100.0
movies_2869,Q112939358,Teen Wolf: The Movie,2023 film directed by Russell Mulcahy,2023-01-26T00:00:00Z,140.0
movies_2870,Q1129420,The Milk of Sorrow,2009 film by Claudia Llosa,2009-10-29T00:00:00Z,94.0
movies_2871,Q1129449,Conversations with Other Women,2005 film by Hans Canosa,2005-01-01T00:00:00Z,84.0
movies_2872,Q11294846,Chameleon (2008 Japanese film),2008 Japanese film directed by Junji Sakamoto,2008-01-01T00:00:00Z,97.0
movies_2873,Q1129506,Tangled,2001 film by Jay Lowi,2001-01-01T00:00:00Z,86.0
movies_2874,Q11295112,Cult,2013 film by Kōji Shiraishi,2013-01-01T00:00:00Z,84.0
movies_2875,Q1129534,Norbit,2007 film by Brian Robbins,2007-01-01T00:00:00Z,102.0
movies_2876,Q112957844,Falling Camellia,film directed by Daisaku Kimura,2018-01-01T00:00:00Z,111.0
movies_2877,Q112960918,Para toda la muerte,2020 film directed by Alfonso Sánchez Fernández,2020-01-01T00:00:00Z,73.0
movies_2878,Q11296345,Westbrick Murders,film,2010-01-01T00:00:00Z,90.0
movies_2879,Q11297211,Captain Tokio,2007 film by Kazushi Watanabe,2007-02-17T00:00:00Z,
movies_2880,Q1129761,Goya's Ghosts,2006 film by Miloš Forman,2006-11-08T00:00:00Z,114.0
movies_2881,Q112977212,The Promised Land,2023 film directed by Nikolaj Arcel,2023-08-31T00:00:00Z,122.0
movies_2882,Q112977213,Mickey 17,2025 film directed by Bong Joon-ho,2025-02-15T00:00:00Z,137.0
movies_2883,Q112992826,Killer Island,2018 film directed by Alyn Darnay,2018-04-27T00:00:00Z,
movies_2884,Q113001361,Justine de Sade,1972 film by Claude Pierson,2002-10-21T00:00:00Z,100.0
movies_2885,Q11300170,Grasshopper,2015 film by Tomoyuki Takimoto,2015-01-01T00:00:00Z,119.0
movies_2886,Q113002880,Poolman,2023 film directed by Chris Pine,2023-01-01T00:00:00Z,100.0
movies_2887,Q113005247,DogMan,2023 film directed by Luc Besson,2023-09-27T00:00:00Z,113.0
movies_2888,Q113005266,Wish of the Fairy Fish,2023 film directed by Aleksandr Voytinskiy,2023-01-01T00:00:00Z,115.0
movies_2889,Q113012026,Cuckoo,2024 film directed by Tilman Singer,2024-02-16T00:00:00Z,102.0
movies_2890,Q113012523,Blink Twice,2024 film directed by Zoë Kravitz,2024-08-21T00:00:00Z,102.0
movies_2891,Q113014532,Prání k narozeninám,2022 film directed by Marta Ferencová,2023-01-19T00:00:00Z,93.0
movies_2892,Q11301518,GeGeGe no Nyōbō,film directed by Takuji Suzuki,2010-01-01T00:00:00Z,
movies_2893,Q11301625,The Whispering of the Gods,2005 film by Tatsushi Ōmori,2005-01-01T00:00:00Z,107.0
movies_2894,Q113017547,Polaris,2022 film directed by Kirsten Carthew,2023-07-27T00:00:00Z,91.0
movies_2895,Q113019104,Sons of Ramses,2022 film directed by Clément Cogitore,2023-03-01T00:00:00Z,98.0
movies_2896,Q113023001,The Critic,2023 film directed by Anand Tucker,2023-09-07T00:00:00Z,
movies_2897,Q1130297,Into the Blue,2005 film by John Stockwell,2005-09-30T00:00:00Z,110.0
movies_2898,Q1130310,The Skin I Live In,2011 film by Pedro Almodóvar,2011-05-19T00:00:00Z,120.0
movies_2899,Q1130313,Of Gods and Men,2010 film by Xavier Beauvois,2010-05-18T00:00:00Z,122.0
movies_2900,Q1130317,The Marine,2006 film by John Bonito,2006-01-01T00:00:00Z,93.0
movies_2901,Q113032290,Hot Potato: The Story of The Wiggles,2023 Australian documentary film by Sally Aitken,2023-10-24T00:00:00Z,104.0
movies_2902,Q1130343,Rab Ne Bana Di Jodi,2008 Indian film directed by Aditya Chopra,2008-12-11T00:00:00Z,167.0
movies_2903,Q11304109,Saidoweizu,film directed by Cellin Gluck,2009-01-01T00:00:00Z,123.0
movies_2904,Q113042728,The Book of Solutions,2023 film directed by Michel Gondry,2023-05-21T00:00:00Z,102.0
movies_2905,Q11304292,Southbound,"2005 fiction by Okuda Hideo, 2007 film by Yoshimitsu Morita",2007-01-01T00:00:00Z,
movies_2906,Q113043714,Ferrari,2023 film directed by Michael Mann,2023-01-01T00:00:00Z,130.0
movies_2907,Q113045179,Kompromat,2022 film directed by Jérôme Salle,2023-01-27T00:00:00Z,127.0
movies_2908,Q113051080,Holiday Twist,2022 film directed by Stephanie Garvin,2023-01-01T00:00:00Z,95.0
movies_2909,Q1130512,The 9th Company,2005 film directed by Fyodor Bondarchuk,2005-09-29T00:00:00Z,130.0
movies_2910,Q113052,Elizabethtown,2005 film by Cameron Crowe,2005-01-01T00:00:00Z,123.0
movies_2911,Q1130532,The Rite,2011 film by Mikael Håfström,2011-01-01T00:00:00Z,114.0
movies_2912,Q113055437,Dusk for a Hitman,2022 film directed by Raymond St-Jean,2023-02-28T00:00:00Z,106.0
movies_2913,Q1130664,Far from Heaven,2002 film by Todd Haynes,2002-11-08T00:00:00Z,107.0
movies_2914,Q11306926,Share House,2011 film,2011-01-01T00:00:00Z,
movies_2915,Q11307655,ZsaZsa Zaturnnah Ze Moveeh,2006 film,2006-01-01T00:00:00Z,114.0
movies_2916,Q113083535,Off the Rails,2017 film directed by David Jackson,2017-01-01T00:00:00Z,90.0
movies_2917,Q113084589,Knots,2011 film directed by Michael Kang,2011-01-01T00:00:00Z,77.0
movies_2918,Q1130966,Mammuth,2010 film,2010-01-01T00:00:00Z,90.0
movies_2919,Q113101380,Intersect,2020 film directed by Gus Holwerda,2020-02-12T00:00:00Z,
movies_2920,Q1131044,The Merry Widow,2007 film by Isabelle Mergault,2007-01-01T00:00:00Z,97.0
movies_2921,Q113107162,New Normal,2022 film directed by Jung Bum-shik,2023-11-08T00:00:00Z,112.0
movies_2922,Q113114478,Between Pain and Amen,2019 film directed by Toma Enache,2019-10-04T00:00:00Z,125.0
movies_2923,Q1131162,The Slammin' Salmon,2009 film by Kevin Heffernan,2009-01-01T00:00:00Z,90.0
movies_2924,Q1131202,P.S. Your Cat Is Dead,2002 film by Steve Guttenberg,2002-01-01T00:00:00Z,92.0
movies_2925,Q113124603,The New Toy,2022 film directed by James Huth,2023-02-24T00:00:00Z,112.0
movies_2926,Q113127699,Jack Mimoun & the Secrets of Val Verde,2022 film directed by Malik Bentalha and Ludovic Colbeau-Justin,2023-01-19T00:00:00Z,104.0
movies_2927,Q1131279,The Hot Chick,2002 film by Tom Brady,2002-12-02T00:00:00Z,100.0
movies_2928,Q113129442,The Babington Family,2019 Nigerian film by Wale Adenuga,2019-01-01T00:00:00Z,
movies_2929,Q113130841,Shola Arikusa,2017 Nigerian film,2017-01-01T00:00:00Z,
movies_2930,Q113135527,Saltburn,2023 film by Emerald Fennell,2023-11-17T00:00:00Z,131.0
movies_2931,Q113141252,My Name is Kadi,2016 Nigerian film,2016-01-01T00:00:00Z,
movies_2932,Q113141487,A Janela (Maryalva Mix),2001 film directed by Edgar Pêra,2001-01-01T00:00:00Z,104.0
movies_2933,Q1131452,Moolaadé,2004 film directed by Ousmane Sembène,2004-05-15T00:00:00Z,124.0
movies_2934,Q113149,Take This Waltz,2011 film by Sarah Polley,2011-01-01T00:00:00Z,116.0
movies_2935,Q11315077,Showdown in Seoul,2002 film by Masahiko Nagasawa,2002-02-09T00:00:00Z,110.0
movies_2936,Q113152230,The Eve,2018 Nigerian film directed by Tosin Igho,2018-01-01T00:00:00Z,
movies_2937,Q113158629,Makate Must Sell,2019 Nollywood Movie,2019-05-03T00:00:00Z,
movies_2938,Q113163737,Wandering,Japanese film,2023-01-18T00:00:00Z,150.0
movies_2939,Q1131669,The Longest Yard,2005 film by Peter Segal,2005-05-19T00:00:00Z,113.0
movies_2940,Q113172293,King Invincible,2017 Nigerian movie,2017-01-01T00:00:00Z,
movies_2941,Q113172691,Below the Surface,2016 film directed by Damián Romay,2016-01-01T00:00:00Z,85.0
movies_2942,Q113173179,El crèdit,2019 film directed by Abel Folk and Joan Riedweg Pérez,2019-01-01T00:00:00Z,82.0
movies_2943,Q11317940,Capturing Dad,2012 film by Ryōta Nakano,2012-06-15T00:00:00Z,74.0
movies_2944,Q113186040,Brother Jekwu,2016 Nigerian film directed by Charles Uwagbai,2016-01-01T00:00:00Z,103.0
movies_2945,Q113189654,Bachelor's Eve,2018 Nigerian film,2018-01-01T00:00:00Z,
movies_2946,Q113195830,"Cassandro, the Exotico!",2018 film by Marie Losier,2018-05-11T00:00:00Z,73.0
movies_2947,Q113201954,The New Normal,2020 Nigerian film directed by Teniola Olatoni,2020-11-15T00:00:00Z,
movies_2948,Q11320563,Death Kappa,2010 film by Tomoo Haraguchi,2010-01-01T00:00:00Z,85.0
movies_2949,Q11320592,Primal Doubt,film,2007-01-01T00:00:00Z,90.0
movies_2950,Q113212962,Role Play,2024 film directed by Thomas Vincent,2024-01-04T00:00:00Z,100.0
movies_2951,Q11322062,Torso,2009 film directed by Yutaka Yamazaki,2009-11-01T00:00:00Z,104.0
movies_2952,Q11322168,Toro to Tabisuru The Movie,,2009-04-15T00:00:00Z,
movies_2953,Q11322535,Do I Love You?,film,2002-01-01T00:00:00Z,
movies_2954,Q113226956,Traffic,2020 Nigerian film,2020-01-01T00:00:00Z,
movies_2955,Q11323334,"Dolphin Blue: Soar Again, Fuji",2007 film directed by Tetsu Maeda,2007-07-07T00:00:00Z,105.0
movies_2956,Q11323655,9 Souls,2003 film by Toshiaki Toyoda,2003-01-01T00:00:00Z,120.0
movies_2957,Q113242587,Excess Luggage,2017 Nigerian film directed by Damijo Efe Young,2017-01-01T00:00:00Z,
movies_2958,Q113255175,Whose Meal Ticket,2017 Nigerian film,2017-01-01T00:00:00Z,
movies_2959,Q1132661,Vesham,2004 film by V. M. Vinu,2004-12-23T00:00:00Z,
movies_2960,Q113267230,The Ghost and The House Of Truth,2019 Nigerian film,2017-01-01T00:00:00Z,
movies_2961,Q113267784,8 Bars And A Clef,2016 Nigerian film,2016-01-01T00:00:00Z,
movies_2962,Q113268101,Mothers and Daughters-In-Law,2019 Nigerian film,2019-01-01T00:00:00Z,
movies_2963,Q113272186,Sync,2012 American film,2012-03-16T00:00:00Z,103.0
movies_2964,Q113273969,Body Language,2017 film directed by Moses Inwang and Lawrence Richards,2017-01-01T00:00:00Z,
movies_2965,Q113274715,She is,2019 film by Chris Eneng Enaji,2019-01-01T00:00:00Z,
movies_2966,Q11328221,BalletRiverse,2011 Japanese film,2011-07-01T00:00:00Z,
movies_2967,Q113283822,Stormy Hearts,2017 Nigerian film,2017-01-01T00:00:00Z,
movies_2968,Q113284687,The Washerman,2018 Nigerian film,2018-01-01T00:00:00Z,
movies_2969,Q113285535,Little Drops of Happy,2017 Nigerian film,2017-01-01T00:00:00Z,
movies_2970,Q113286040,Home in Exile,2010 Nigerian film,2010-01-01T00:00:00Z,
movies_2971,Q113288634,Crazy People,2018 Nigerian film,2018-01-01T00:00:00Z,
movies_2972,Q113291194,From Lagos With Love,2018 Nigerian film,2018-01-01T00:00:00Z,
movies_2973,Q1132912,Cube 2: Hypercube,2002 Canadian film,2002-04-15T00:00:00Z,90.0
movies_2974,Q113291667,Catch.er,2018 Nigerian film,2018-01-01T00:00:00Z,
movies_2975,Q113292609,Third Avenue,2019 Nigerian film,2019-01-01T00:00:00Z,
movies_2976,Q113292930,Lioness,2023 Dutch film directed by Raymond Grimbergen,2023-01-01T00:00:00Z,85.0
movies_2977,Q113294108,Foreigner’s God,2019 Nigerian film,2019-01-01T00:00:00Z,
movies_2978,Q1132978,Coriolanus,2011 film directed by Ralph Fiennes,2011-02-14T00:00:00Z,123.0
movies_2979,Q113300586,Ghostbusters: Frozen Empire,2024 film directed by Gil Kenan,2024-03-14T00:00:00Z,115.0
movies_2980,Q113300899,The Crow,2024 film directed by Rupert Sanders,2024-08-22T00:00:00Z,
movies_2981,Q113301900,Ajuwaya,2017 Nigerian movie,2017-01-01T00:00:00Z,
movies_2982,Q113303382,Final Whistle,2000 Nollywood film,2000-01-01T00:00:00Z,
movies_2983,Q113303548,Kosefowora,2006 Nollywood Yoruba film,2006-01-01T00:00:00Z,
movies_2984,Q113309124,Divorce Not Allowed,2018 Nigerian film,2018-01-01T00:00:00Z,
movies_2985,Q113311551,Still Standing,2015 Nigerian film,2015-02-27T00:00:00Z,
movies_2986,Q113311854,While You Slept,2015 Nigerian film,2015-03-20T00:00:00Z,
movies_2987,Q113312364,Of Bad Faith,2015 Nigerian film,2015-04-24T00:00:00Z,
movies_2988,Q1133132,Green Street,2005 film directed by Lexi Alexander,2005-01-01T00:00:00Z,109.0
movies_2989,Q113313422,Romance Is Overrated,2015 Nigerian film,2015-07-01T00:00:00Z,
movies_2990,Q113313590,Scars,2015 Ghanaian film,2015-01-01T00:00:00Z,
movies_2991,Q113313921,4-1-Love,2015 Nigerian film,2015-01-01T00:00:00Z,
movies_2992,Q113314062,Let Karma,2019 Nigerian film,2019-02-01T00:00:00Z,
movies_2993,Q113317051,The Roundup: No Way Out,2023 film directed by Lee Sang-yong,2023-05-31T00:00:00Z,105.0
movies_2994,Q113319986,Shirley,2024 film by John Ridley,2024-03-22T00:00:00Z,
movies_2995,Q1133230,Sri Rama Rajyam,2011 film directed by Bapu,2011-11-17T00:00:00Z,
movies_2996,Q113324433,Love Life,2022 film directed by Kōji Fukada,2023-06-14T00:00:00Z,123.0
movies_2997,Q113330175,Driving Madeleine,2022 film directed by Christian Carion,2023-04-13T00:00:00Z,91.0
movies_2998,Q113330857,A Man of Reason,South Korean film,2023-08-15T00:00:00Z,98.0
movies_2999,Q113331181,The Wonder,2022 film directed by Sebastián Lelio,2002-09-13T00:00:00Z,109.0
movies_3000,Q113335170,Wings of a Dove,2018 Nigerian film,2018-01-01T00:00:00Z,
movies_3001,Q113335768,Eileen,2023 film by William Oldroyd,2023-01-21T00:00:00Z,98.0
movies_3002,Q1133497,Kamen Rider × Kamen Rider W & Decade: Movie War 2010,2009 film by Ryūta Tasaki,2009-01-01T00:00:00Z,
movies_3003,Q113358134,Girls Cot,2006 Nigerian film,2006-01-01T00:00:00Z,
movies_3004,Q113360807,The Sitting Duck,2022 film directed by Jean-Paul Salomé,2023-03-01T00:00:00Z,121.0
movies_3005,Q113360912,Godzilla x Kong: The New Empire,2024 film by Adam Wingard,2024-03-27T00:00:00Z,115.0
movies_3006,Q113361003,Cordes,2019 film directed by José Luis Montesinos,2019-01-01T00:00:00Z,87.0
movies_3007,Q113362684,Ostrov,film directed by Rudolf Havlík,2023-02-02T00:00:00Z,100.0
movies_3008,Q113362689,Emma and the Death's Head,film directed by Iveta Grófová,2024-09-10T00:00:00Z,129.0
movies_3009,Q113362698,Children of Nagano,film directed by Dan Pánek,2023-01-01T00:00:00Z,98.0
movies_3010,Q113362702,Franz,2025 film directed by Agnieszka Holland,2025-09-05T00:00:00Z,127.0
movies_3011,Q113362729,A Sensitive Person,2023 film directed by Tomáš Klein,2023-01-01T00:00:00Z,120.0
movies_3012,Q113362738,Victim,2022 film directed by Michal Blaško,2023-04-06T00:00:00Z,92.0
movies_3013,Q113362745,Bloody Johann,2024 film directed by Jakub Krumpoch,2024-01-11T00:00:00Z,90.0
movies_3014,Q113362750,The Killing of a Journalist,2023 film directed by Matt Sarnecki,2023-04-27T00:00:00Z,102.0
movies_3015,Q113362757,Bud chlap!,film directed by Michal Samir,2023-03-23T00:00:00Z,96.0
movies_3016,Q113364967,Waltair Veerayya,Indian film by K. S. Ravindra,2023-01-13T00:00:00Z,160.0
movies_3017,Q113366733,Festival of Fire,2002 Nigerian film,2002-01-01T00:00:00Z,
movies_3018,Q113367431,The Battle of Love,2001 Nigerian film,2001-01-01T00:00:00Z,
movies_3019,Q113367446,Agbako: The Land of a Thousand Demons,2000 Nigerian film,2000-01-01T00:00:00Z,
movies_3020,Q113367481,Dapo Junior,2000 Nigerian film,2000-01-01T00:00:00Z,
movies_3021,Q113367779,First Lady: Who Is She?,2000 Nigerian film,2000-01-01T00:00:00Z,
movies_3022,Q113367793,Ibuka: King of the Forest,2000 Nigerian film,2000-01-01T00:00:00Z,
movies_3023,Q113367940,Holy Law: Sharia,2001 Nigerian film,2001-01-01T00:00:00Z,
movies_3024,Q113367981,Girls Hostel,2001 Nigerian film,2001-01-01T00:00:00Z,
movies_3025,Q113368025,Oganigwe,2001 Nigerian film,2001-01-01T00:00:00Z,
movies_3026,Q113368970,Last Prophet,2001 Nigerian film,2001-01-01T00:00:00Z,
movies_3027,Q113369049,Oil Village,2001 Nigerian film,2001-01-01T00:00:00Z,
movies_3028,Q113369096,Okada Man,2002 Nigerian film,2002-01-01T00:00:00Z,
movies_3029,Q113369208,Formidable Force,2002 Nigerian film,2002-01-01T00:00:00Z,
movies_3030,Q113369282,Baby Police,2003 Nigerian film,2003-01-01T00:00:00Z,88.0
movies_3031,Q113369469,Kasalama: The Slave Merchant,2003 Nigerian film,2003-01-01T00:00:00Z,
movies_3032,Q113369482,Emotional Crack,2003 Nigerian film,2003-01-01T00:00:00Z,
movies_3033,Q113369611,The London Boy,2004 Nigerian film,2004-01-01T00:00:00Z,
movies_3034,Q113369619,Last Girl Standing,2004 Nigerian film,2004-01-01T00:00:00Z,
movies_3035,Q113369802,Joba,2019 Nigerian film directed by Biodun Stephen,2019-01-01T00:00:00Z,
movies_3036,Q113369959,Goodbye New York,2004 Nigerian film,2004-01-01T00:00:00Z,
movies_3037,Q113370402,Home and Abroad,2004 Nigerian film,2004-01-01T00:00:00Z,
movies_3038,Q113370618,Fateful Love,2004 Nigerian film,2004-01-01T00:00:00Z,
movies_3039,Q113371337,Venom: The Last Dance,2024 film directed by Kelly Marcel,2024-10-21T00:00:00Z,109.0
movies_3040,Q113374868,Mr Ibu in London,2004 Nigerian film,2004-01-01T00:00:00Z,
movies_3041,Q11337497,Persona,2008 film,2008-01-01T00:00:00Z,
movies_3042,Q113375067,Night in the Philippines,2006 Nigerian film,2006-01-01T00:00:00Z,
movies_3043,Q113375097,Mr Lecturer,2006 Nigerian film,2006-01-01T00:00:00Z,
movies_3044,Q113375953,Made in Cambridge,2007 Nigerian film,2007-01-01T00:00:00Z,
movies_3045,Q113376009,Life Incidence,2007 Nigerian film,2007-01-01T00:00:00Z,
movies_3046,Q113376057,Last Messiah,2007 Nigerian film,2007-01-01T00:00:00Z,
movies_3047,Q113376407,Hottest Babes,2008 Nigerian Film,2008-01-01T00:00:00Z,
movies_3048,Q113376408,The Call,2019 Nigerian film,2019-01-01T00:00:00Z,
movies_3049,Q113376613,The Liquid Black Gold,2009 Nigerian film,2009-01-01T00:00:00Z,
movies_3050,Q113376888,Naked Girls,2009 Nigerian Film,2009-01-01T00:00:00Z,
movies_3051,Q113376991,Nigerian Girls,2009 Nigerian film,2009-01-01T00:00:00Z,
movies_3052,Q1133772,Napoleon Dynamite,2004 film by Jared Hess,2004-01-17T00:00:00Z,82.0
movies_3053,Q113377305,Ibu in Campus,2011 Nigerian film,2011-01-01T00:00:00Z,
movies_3054,Q113377318,Nkwocha,2011 Nigerian film,2011-01-01T00:00:00Z,
movies_3055,Q113380203,Without Blood,2024 film directed by Angelina Jolie,2024-09-08T00:00:00Z,91.0
movies_3056,Q113380226,The Substance,2024 film directed by Coralie Fargeat,2024-05-19T00:00:00Z,141.0
movies_3057,Q113380380,The Unbreakable Boy,2025 film directed by Jon Gunn,2025-02-21T00:00:00Z,109.0
movies_3058,Q113380641,Abbé Pierre: A Century of Devotion,2023 film directed by Frédéric Tellier,2023-05-26T00:00:00Z,137.0
movies_3059,Q113382725,Sparta,2022 film directed by Ulrich Seidl,2023-05-18T00:00:00Z,101.0
movies_3060,Q113384294,Heart & Soul,2020 Nigerian series film,2020-01-01T00:00:00Z,
movies_3061,Q113388784,The Beast in the Jungle,2023 film directed by Patric Chiha,2023-08-16T00:00:00Z,103.0
movies_3062,Q113391413,Beneath Her Veil,2015 Nigerian film,2015-01-01T00:00:00Z,
movies_3063,Q113392,Infested,2002 film directed by Josh Olson,2002-01-01T00:00:00Z,80.0
movies_3064,Q11339358,Pornostar,1998 film by Toshiaki Toyoda,2000-04-27T00:00:00Z,98.0
movies_3065,Q113396073,Fallen Leaves,2023 film directed by Aki Kaurismäki,2023-05-22T00:00:00Z,81.0
movies_3066,Q113396255,The Unhanged,2022 film by Andrei Alén,2023-01-01T00:00:00Z,90.0
movies_3067,Q11339851,My Normal,2009 film by Irving Schwartz,2009-01-01T00:00:00Z,
movies_3068,Q1133999,Under the Hawthorn Tree,2010 film by Zhang Yimou,2010-09-16T00:00:00Z,114.0
movies_3069,Q1134037,Oskar & Josefine,2005 film by Carsten Myllerup,2005-02-11T00:00:00Z,83.0
movies_3070,Q113407742,Project Wolf Hunting,2022 film directed by Kim Hong-seon,2023-02-15T00:00:00Z,121.0
movies_3071,Q1134134,Post Impact,2004 television film directed by Christoph Schrewe,2004-01-01T00:00:00Z,89.0
movies_3072,Q1134234,Rathinirvedam,2011 film by T. K. Rajeev Kumar,2011-06-16T00:00:00Z,
movies_3073,Q1134271,The Sweetest Thing,2002 film by Roger Kumble,2002-04-12T00:00:00Z,88.0
movies_3074,Q113428,The Profession of Arms,2001 Italian film directed by Ermanno Olmi,2001-01-01T00:00:00Z,100.0
movies_3075,Q1134308,When Eagles Strike,2003 film directed by Cirio H. Santiago,2003-06-11T00:00:00Z,85.0
movies_3076,Q113434807,Something Wicked,2017 Nigerian film directed by Yemi Morafa,2017-01-01T00:00:00Z,
movies_3077,Q113436176,Monday Omo Adugbo,2011 Nigerian film,2011-01-01T00:00:00Z,
movies_3078,Q11343993,The Extraordinary Voyage,2011 film by Serge Bromberg,2011-01-01T00:00:00Z,80.0
movies_3079,Q113443388,Saint Omer,2022 film directed by Alice Diop,2023-01-13T00:00:00Z,122.0
movies_3080,Q113445202,All the Beauty and the Bloodshed,2022 film directed by Laura Poitras,2023-03-15T00:00:00Z,122.0
movies_3081,Q113446383,Ile Afoju,2019 Nigerian film,2019-01-01T00:00:00Z,
movies_3082,Q113446599,Kabiosi,2015 Nigerian film,2015-01-01T00:00:00Z,
movies_3083,Q113446947,Eti keta,2011 Nigerian film,2011-01-01T00:00:00Z,
movies_3084,Q113447481,Kurukuru,2015 Nigerian film,2015-01-01T00:00:00Z,
