movie_id,title,description,release_date,duration,year
Q100145860,The Man with Hare Ears,film by Martin Šulík,2021-08-12T00:00:00Z,104.0,2021
Q100156260,Freaks Out,2021 film directed by Gabriele Mainetti,2021-10-28T00:00:00Z,141.0,2021
Q100156260,Freaks Out,2021 film directed by Gabriele Mainetti,2021-09-08T00:00:00Z,141.0,2021
Q100227242,A Perfect Enemy,2020 film directed by Kike Maíllo,2021-12-29T00:00:00Z,90.0,2021
Q100227242,A Perfect Enemy,2020 film directed by Kike Maíllo,2021-11-04T00:00:00Z,90.0,2021
Q100227242,A Perfect Enemy,2020 film directed by Kike Maíllo,2021-06-11T00:00:00Z,90.0,2021
Q100249839,Mothering Sunday,2021 film directed by Eva Husson,2021-12-23T00:00:00Z,104.0,2021
Q100249839,Mothering Sunday,2021 film directed by Eva Husson,2021-10-14T00:00:00Z,104.0,2021
Q100249839,Mothering Sunday,2021 film directed by Eva Husson,2021-07-09T00:00:00Z,104.0,2021
Q100255627,Forgotten Christmas,2019 film by Andrea Eckerbom,2021-12-02T00:00:00Z,70.0,2021
Q100255627,Forgotten Christmas,2019 film by Andrea Eckerbom,2021-11-28T00:00:00Z,70.0,2021
Q100255627,Forgotten Christmas,2019 film by Andrea Eckerbom,2021-11-19T00:00:00Z,70.0,2021
Q100255627,Forgotten Christmas,2019 film by Andrea Eckerbom,2021-11-12T00:00:00Z,70.0,2021
Q100255627,Forgotten Christmas,2019 film by Andrea Eckerbom,2021-11-11T00:00:00Z,70.0,2021
Q100255627,Forgotten Christmas,2019 film by Andrea Eckerbom,2021-11-03T00:00:00Z,70.0,2021
Q100255627,Forgotten Christmas,2019 film by Andrea Eckerbom,2021-01-01T00:00:00Z,70.0,2021
Q100275068,Once you know,French documentary movie on climate change released in 2021,2021-09-22T00:00:00Z,104.0,2021
Q100276888,Slalom,2020 film by Charlène Favier,2021-06-09T00:00:00Z,92.0,2021
Q100276888,Slalom,2020 film by Charlène Favier,2021-05-19T00:00:00Z,92.0,2021
Q100323656,Contra,2021 film directed by Sönke Wortmann,2021-10-28T00:00:00Z,108.0,2021
Q100324181,Aline,2020 film directed by Valérie Lemercier,2021-12-24T00:00:00Z,123.0,2021
Q100324181,Aline,2020 film directed by Valérie Lemercier,2021-12-23T00:00:00Z,123.0,2021
Q100324181,Aline,2020 film directed by Valérie Lemercier,2021-11-18T00:00:00Z,123.0,2021
Q100324181,Aline,2020 film directed by Valérie Lemercier,2021-11-10T00:00:00Z,123.0,2021
Q100324181,Aline,2020 film directed by Valérie Lemercier,2021-07-13T00:00:00Z,123.0,2021
